"market_id","created_at","actual_delivery_time","store_id","store_primary_category","order_protocol","total_items","subtotal","num_distinct_items","min_item_price","max_item_price","total_onshift_dashers","total_busy_dashers","total_outstanding_orders","estimated_order_place_duration","estimated_store_to_consumer_driving_duration"
"2",2015-02-08 06:03:43,2015-02-08 06:43:50,"1686","mexican","5",3,2042,2,449,949,32,34,48,251,716
"2",2015-02-03 05:33:21,2015-02-03 05:57:19,"1686","mexican","5",1,699,1,699,699,33,36,40,251,662
"2",2015-02-01 18:45:44,2015-02-01 19:33:30,"1686","mexican","5",3,1673,2,275,699,40,40,58,251,378
"2",2015-02-05 05:51:29,2015-02-05 06:40:35,"1686","mexican","5",1,999,1,999,999,26,31,67,251,707
"2",2015-02-14 03:14:36,2015-02-14 03:53:15,"1686","mexican","5",2,998,2,399,599,148,142,269,251,463
"2",2015-02-05 04:20:24,2015-02-05 05:31:22,"1686","mexican","5",2,1298,1,649,649,53,57,107,251,474
"2",2015-02-01 18:22:16,2015-02-01 19:00:37,"1686","mexican","5",1,649,1,649,649,34,33,44,251,615
"2",2015-02-02 20:42:54,2015-02-02 21:11:37,"1686","mexican","5",1,999,1,999,999,47,41,61,251,115
"2",2015-01-23 17:51:40,2015-01-23 18:30:35,"1686","mexican","5",1,949,1,799,799,7,7,12,251,316
"2",2015-01-22 19:55:27,2015-01-22 20:33:32,"1686","mexican","5",1,999,1,999,999,43,42,71,251,577
"2",2015-01-31 04:25:51,2015-01-31 05:15:24,"1686","mexican","5",2,1743,2,649,999,112,110,164,251,477
"2",2015-01-22 21:08:00,2015-01-22 21:39:35,"1686","mexican","5",2,1927,1,699,699,39,46,62,251,452
"2",2015-02-04 02:18:49,2015-02-04 03:12:07,"1686","mexican","5",1,999,1,999,999,95,88,111,251,629
"2",2015-02-04 23:24:54,2015-02-05 00:24:34,"1686","mexican","5",2,1598,1,799,799,21,15,30,251,739
"2",2015-02-17 17:13:03,2015-02-17 17:50:17,"1686","mexican","5",2,924,2,275,649,8,8,11,251,458
"2",2015-02-11 20:55:07,2015-02-11 21:40:48,"1686","mexican","5",3,2252,3,225,999,50,51,76,251,656
"2",2015-01-30 05:40:46,2015-01-30 06:09:38,"1686","mexican","5",1,799,1,799,799,30,24,28,251,577
"2",2015-02-17 22:48:20,2015-02-17 23:20:09,"1686","mexican","5",1,649,1,649,649,31,31,34,251,549
"2",2015-01-30 19:36:14,2015-01-30 20:14:46,"1686","mexican","5",3,1197,1,399,399,67,62,88,251,555
"2",2015-02-13 01:30:22,2015-02-13 02:02:05,"1686","mexican","5",1,794,1,699,699,96,85,104,251,319
"2",2015-01-27 23:55:31,2015-01-28 00:36:36,"1686","mexican","5",1,999,1,999,999,35,35,38,251,653
"2",2015-01-23 23:29:41,2015-01-24 00:17:22,"1686","mexican","5",5,1664,5,50,999,19,22,30,251,561
"2",2015-02-14 05:48:15,2015-02-14 06:42:56,"1686","mexican","5",2,1259,2,275,699,60,59,77,251,710
"2",2015-02-14 23:34:22,2015-02-15 00:07:58,"1686","mexican","5",1,649,1,649,649,50,48,57,251,438
"2",2015-02-07 02:25:39,2015-02-07 03:05:00,"1686","mexican","5",2,1693,1,799,799,149,118,209,251,433
"2",2015-01-24 05:44:22,2015-01-24 06:14:26,"1686","mexican","5",2,1648,2,649,999,41,45,66,251,219
"2",2015-02-12 23:41:01,2015-02-13 00:29:50,"1686","mexican","5",2,1748,2,549,1199,31,18,16,251,527
"2",2015-02-07 03:04:57,2015-02-07 04:03:42,"1686","mexican","5",2,1074,2,275,799,158,132,223,251,495
"2",2015-02-08 06:01:29,2015-02-08 06:38:22,"1686","american","5",2,2393,1,799,799,32,34,48,251,551
"2",2015-02-06 22:24:31,2015-02-06 22:56:21,"1686","mexican","5",3,1923,3,275,949,35,38,60,251,610
"2",2015-02-15 05:33:29,2015-02-15 06:16:09,"1686","mexican","5",1,1094,1,799,799,49,48,81,251,493
"1",2015-02-07 21:18:44,2015-02-07 21:51:08,"1686","chinese","5",2,1893,2,799,799,67,55,62,251,448
"2",2015-02-15 17:09:09,2015-02-15 17:37:11,"1686","mexican","5",3,3147,1,949,949,24,24,32,251,683
"2",2015-02-04 22:43:15,2015-02-04 23:29:43,"1686","mexican","5",2,1074,2,275,799,18,21,39,251,534
"2",2015-02-03 02:23:22,2015-02-03 03:08:12,"1686","mexican","5",4,2696,3,449,999,90,90,144,251,171
"2",2015-02-16 23:30:03,2015-02-17 00:26:26,"1686","mexican","5",1,999,1,999,999,25,24,30,251,631
"2",2015-02-12 20:34:31,2015-02-12 21:09:49,"1686","mexican","5",3,1189,2,95,499,62,59,79,251,599
"2",2015-01-21 18:52:58,2015-01-21 19:26:38,"1686","mexican","5",2,1024,2,275,699,27,27,37,251,614
"2",2015-02-08 03:39:44,2015-02-08 04:13:41,"1686","mexican","5",2,2048,1,349,349,120,123,179,251,299
"1",2015-01-27 05:30:30,2015-01-27 05:51:49,"1686","indian","1",2,798,1,399,399,30,53,26,251,296
"2",2015-02-06 19:37:50,2015-02-06 20:28:11,"1686","mexican","5",3,1423,3,275,649,69,62,84,251,390
"2",2015-02-14 00:55:00,2015-02-14 01:26:57,"1686","mexican","5",2,1398,1,699,699,67,55,63,251,454
"2",2015-02-10 05:34:56,2015-02-10 05:50:14,"1686","mexican","5",3,2298,2,700,799,24,27,32,251,430
"2",2015-02-07 19:18:01,2015-02-07 19:54:18,"1686","mexican","5",4,2118,4,275,699,37,39,54,251,376
"2",2015-02-12 22:21:19,2015-02-12 23:12:39,"1686","mexican","5",3,2118,3,275,1199,32,31,41,251,461
"2",2015-02-17 21:45:13,2015-02-17 22:26:16,"1686","mexican","5",6,2394,1,399,399,44,35,37,251,425
"2",2015-02-01 05:03:45,2015-02-01 05:42:19,"1686","mexican","5",3,1847,3,449,799,71,75,114,251,335
"2",2015-02-14 16:53:11,2015-02-14 17:36:55,"1686","mexican","5",1,749,1,699,699,16,16,24,251,383
"2",2015-02-15 20:11:21,2015-02-15 20:44:57,"1686","mexican","5",4,2148,3,50,700,57,53,76,251,521
"4",2015-01-28 01:29:52,2015-01-28 02:02:43,"1686","asian","2",3,2497,3,349,1349,72,73,83,251,684
"2",2015-02-15 01:26:09,2015-02-15 01:50:24,"1686","mexican","5",2,1499,2,700,799,97,89,108,251,652
"2",2015-02-09 01:09:49,2015-02-09 01:29:27,"1686","mexican","5",4,1998,3,275,549,102,65,68,251,56
"2",2015-01-23 18:01:17,2015-01-23 18:42:07,"1686","fast","3",2,1798,2,799,999,8,9,14,251,419
"2",2015-02-18 01:24:11,2015-02-18 01:50:22,"1686","mexican","5",5,3700,5,419,949,67,62,61,251,333
"2",2015-02-05 17:17:44,2015-02-05 17:52:07,"1686","mexican","5",2,1748,2,549,1199,11,7,9,251,525
"2",2015-02-08 19:06:59,2015-02-08 19:46:15,"1686","mexican","5",4,2596,1,649,649,52,32,32,251,690
"5",2015-02-17 03:56:05,2015-02-17 04:12:41,"1686","cafe","3",2,1379,2,306,835,88,78,78,251,392
"2",2015-02-12 21:23:42,2015-02-12 21:53:41,"1686","mexican","5",2,2192,2,499,699,57,47,51,251,433
"2",2015-02-14 01:04:02,2015-02-14 01:39:53,"1686","mexican","5",4,2496,3,449,799,79,68,74,251,553
"2",2015-02-12 18:42:15,2015-02-12 19:02:46,"1686","mexican","5",3,1623,3,225,999,23,23,24,251,455
"2",2015-01-31 03:12:57,2015-01-31 04:22:18,"1686","mexican","5",1,649,1,649,649,127,115,250,251,364
"2",2015-01-24 02:53:16,2015-01-24 03:38:30,"1686","mexican","5",3,1549,2,275,999,131,130,230,251,275
"2",2015-02-09 03:23:27,2015-02-09 04:00:47,"1686","mexican","5",2,1393,2,499,799,122,122,181,251,486
"2",2015-01-27 05:30:53,2015-01-27 05:56:22,"1686","mexican","5",2,1107,2,286,891,34,55,39,251,423
"2",2015-02-06 18:17:07,2015-02-06 18:51:25,"1686","mexican","5",4,2698,4,275,1349,16,15,25,251,609
"2",2015-02-11 20:30:54,2015-02-11 21:25:43,"1686","mexican","5",2,1074,2,275,799,56,54,82,251,617
"2",2015-01-24 01:01:03,2015-01-24 01:48:05,"1686","mexican","5",1,999,1,999,999,58,57,72,251,301
"2",2015-02-08 23:53:03,2015-02-09 00:19:00,"1686","mexican","5",2,1349,2,350,999,68,41,41,251,330
"2",2015-01-22 04:53:22,2015-01-22 05:32:28,"1686","mexican","5",3,3337,3,799,1349,53,37,37,251,593
"3",2015-02-18 02:25:18,2015-02-18 02:59:55,"1686","american","4",6,2241,4,199,699,104,75,82,251,239
"2",2015-02-10 19:23:54,2015-02-10 19:58:30,"1686","mexican","5",5,2947,3,275,999,36,39,55,251,441
"2",2015-02-16 03:33:58,2015-02-16 04:15:51,"1686","mexican","5",3,1823,3,225,999,130,125,198,251,204
"2",2015-02-12 05:54:25,2015-02-12 06:30:25,"1686","mexican","5",4,2022,3,225,949,23,30,33,251,388
"2",2015-01-25 00:27:28,2015-01-25 01:08:51,"1686","mexican","5",3,829,3,649,999,40,52,53,251,546
"2",2015-01-31 19:26:43,2015-01-31 19:53:58,"1686","mexican","5",2,1598,1,649,649,48,45,51,251,399
"2",2015-02-18 04:39:29,2015-02-18 05:05:51,"1686","mexican","5",1,999,1,999,999,61,52,66,251,117
"2",2015-01-26 22:04:32,2015-01-26 22:31:03,"1686","mexican","5",3,2717,2,454,776,44,60,32,251,378
"2",2015-02-12 01:55:23,2015-02-12 02:43:29,"1686","mexican","5",2,1148,2,349,799,104,98,127,251,292
"2",2015-01-22 03:19:01,2015-01-22 04:12:47,"1686","mexican","5",4,2248,2,275,799,104,99,137,251,702
"2",2015-02-12 05:52:03,2015-02-12 06:30:04,"1686","mexican","5",2,1699,2,700,999,23,30,33,251,590
"2",2015-02-08 18:03:42,2015-02-08 18:39:36,"1686","mexican","5",4,2765,4,365,759,32,30,36,251,529
"2",2015-02-15 23:04:36,2015-02-15 23:40:40,"1686","mexican","5",3,1623,3,275,999,65,64,69,251,179
"2",2015-02-16 04:29:58,2015-02-16 05:14:11,"1686","mexican","5",6,3321,5,50,1349,118,112,135,251,769
"2",2015-02-01 03:45:41,2015-02-01 04:34:04,"1686","mexican","5",2,1948,2,949,999,101,102,184,251,171
"2",2015-02-02 00:30:32,2015-02-02 01:01:13,"1686","mexican","5",3,2524,3,225,1300,67,53,57,251,420
"2",2015-02-09 19:26:06,2015-02-09 20:09:21,"1686","mexican","5",2,1048,2,349,699,31,28,49,251,651
"5",2015-02-01 01:19:43,2015-02-01 01:47:41,"1686","mexican","3",1,1049,1,949,949,90,88,106,251,432
"2",2015-02-05 22:45:59,2015-02-05 23:49:49,"1686","mexican","5",2,1274,2,275,999,27,27,34,251,273
"2",2015-02-07 02:45:28,2015-02-07 03:25:20,"1686","mexican","5",2,1148,2,499,649,152,131,211,251,448
"5",2015-02-05 17:59:06,2015-02-05 18:33:28,"1686","mexican","1",2,1398,1,699,699,13,10,15,251,638
"3",2015-02-07 04:35:29,2015-02-07 05:13:25,"1686","mediterranean","1",1,649,1,649,649,76,95,151,251,527
"2",2015-02-07 06:00:10,2015-02-07 06:37:22,"1686","mexican","5",1,999,1,999,999,38,39,59,251,326
"2",2015-02-04 00:57:30,2015-02-04 01:33:23,"1686","mexican","5",3,3752,3,649,999,46,42,55,251,694
"2",2015-02-02 18:55:44,2015-02-02 19:28:49,"1686","mexican","5",2,2396,1,949,949,24,23,27,251,581
"2",2015-01-27 03:38:23,2015-01-27 04:03:28,"1686","mexican","5",4,1188,4,95,599,74,97,84,251,315
"2",2015-02-02 01:52:42,2015-02-02 02:56:36,"1686","mexican","5",1,999,1,999,999,81,81,162,251,627
"2",2015-01-31 23:51:24,2015-02-01 00:27:16,"1686","mexican","5",3,2397,2,399,999,47,40,41,251,599
"2",2015-02-16 05:21:51,2015-02-16 06:09:30,"1686","mexican","5",1,824,1,649,649,47,31,27,251,636
"2",2015-02-07 04:38:29,2015-02-07 05:38:29,"1686","mexican","5",1,849,1,799,799,76,95,151,251,768
"2",2015-01-24 20:57:06,2015-01-24 22:02:07,"1686","mexican","5",2,1048,2,399,649,56,65,87,251,370
"2",2015-02-03 02:50:41,2015-02-03 03:40:49,"1686","mexican","5",2,998,1,499,499,95,97,164,251,526
"2",2015-02-15 02:45:44,2015-02-15 03:20:52,"1686",NA,NA,2,3445,2,649,799,124,115,197,251,463
"2",2015-02-14 01:55:13,2015-02-14 02:23:13,"1686","mexican","5",1,799,1,799,799,136,78,137,251,608
"2",2015-02-06 22:42:18,2015-02-06 22:55:01,"1686","mexican","5",1,799,1,799,799,31,32,46,251,393
"2",2015-02-14 16:30:36,2015-02-14 17:10:43,"1686","mexican","5",2,1398,1,699,699,11,11,14,251,490
"2",2015-02-06 05:25:35,2015-02-06 05:46:19,"1686","mexican","5",3,2747,3,655,1168,31,43,51,251,545
"2",2015-02-06 18:55:55,2015-02-06 19:19:27,"1686","mexican","5",1,794,1,699,699,40,36,40,251,393
"2",2015-02-04 05:56:13,2015-02-04 06:23:28,"1686","mexican","5",3,1897,2,449,999,23,20,20,251,380
"2",2015-02-08 03:03:14,2015-02-08 03:56:41,"1686","mexican","5",2,1835,1,724,700,127,132,208,251,441
"2",2015-01-31 18:51:59,2015-01-31 19:27:04,"1686","mexican","5",6,4120,4,275,1199,38,38,44,251,413
"2",2015-02-04 19:03:12,2015-02-04 19:42:10,"1686","mexican","5",3,1468,3,275,699,24,24,36,251,562
"2",2015-01-28 03:57:09,2015-01-28 04:33:53,"1686","mexican","5",2,1648,2,649,999,82,81,108,251,445
"2",2015-02-16 20:47:47,2015-02-16 21:24:52,"1686","mexican","5",1,849,1,699,699,49,49,78,251,323
"2",2015-02-14 21:56:18,2015-02-14 22:13:45,"1686","mexican","5",1,649,1,649,649,60,56,66,251,360
"2",2015-02-14 20:03:37,2015-02-14 20:23:33,"1686","mexican","5",1,749,1,699,699,67,57,61,251,602
"2",2015-02-11 01:41:25,2015-02-11 02:03:20,"1686","mexican","5",2,2148,2,649,799,91,76,84,251,228
"2",2015-02-18 05:38:46,2015-02-18 06:06:03,"1686","mexican","5",1,649,1,649,649,31,30,33,251,179
"2",2015-02-17 05:02:26,2015-02-17 05:23:15,"1686","mexican","5",1,999,1,999,999,50,50,54,251,336
"2",2015-01-28 19:14:21,2015-01-28 19:48:05,"1686","mexican","5",3,1597,3,199,699,31,30,41,251,372
"2",2015-02-15 01:26:56,2015-02-15 01:51:27,"1686","mexican","5",1,799,1,799,799,97,89,108,251,410
"2",2015-02-09 19:22:34,2015-02-09 20:14:43,"1686","mexican","5",8,6435,6,95,1349,29,28,47,251,285
"2",2015-02-10 18:30:25,2015-02-10 18:58:49,"1686","mexican","5",3,1997,2,599,799,22,16,18,251,326
"2",2015-02-03 21:28:52,2015-02-03 22:29:02,"1686","mexican","5",3,1897,3,449,799,39,40,63,251,575
"2",2015-01-22 00:18:56,2015-01-22 00:55:22,"1686","mexican","5",5,3179,3,437,1118,40,31,38,251,677
"4",2015-02-12 01:09:17,2015-02-12 01:42:58,"1686","vietnamese","4",3,2198,3,699,799,73,66,71,251,557
"2",2015-02-16 02:27:45,2015-02-16 03:12:59,"1686","mexican","5",2,1074,2,275,799,131,124,217,251,502
"2",2015-02-16 05:58:37,2015-02-16 06:44:25,"1686","mexican","5",3,3092,2,699,799,27,27,28,251,770
"2",2015-02-13 00:27:29,2015-02-13 01:24:41,"1686","mexican","5",1,799,1,799,799,34,32,38,251,694
"2",2015-02-04 04:49:23,2015-02-04 05:01:59,"1686","mexican","5",2,1074,2,275,799,47,51,59,251,123
"2",2015-01-31 03:15:12,2015-01-31 04:00:02,"1686","mexican","5",2,1816,2,325,759,133,119,247,251,407
"2",2015-02-15 06:12:02,2015-02-15 06:48:15,"1686","mexican","5",4,2426,2,399,699,37,37,50,251,442
"2",2015-02-12 23:54:32,2015-02-13 00:27:29,"1686","mexican","5",2,1698,2,699,999,29,23,19,251,690
"2",2015-01-23 20:24:10,2015-01-23 21:00:11,"1686","mexican","5",4,1622,2,275,449,58,58,90,251,273
"2",2015-01-23 03:26:02,2015-01-23 04:09:31,"1686","mexican","5",2,1704,2,408,787,108,105,158,251,479
"2",2015-01-31 21:59:30,2015-01-31 23:27:25,"1686","mexican","5",9,3719,6,50,799,58,58,64,251,703
"2",2015-01-31 03:15:32,2015-01-31 04:05:11,"1686","mexican","5",2,2183,2,699,799,125,114,243,251,590
"2",2015-02-05 21:08:43,2015-02-05 21:48:17,"1686","mexican","5",2,1648,2,699,949,52,58,76,251,556
"2",2015-02-11 16:40:21,2015-02-11 17:01:34,"1686","mexican","5",2,974,2,275,699,8,6,6,251,425
"2",2015-02-14 01:47:43,2015-02-14 02:29:31,"1686","mexican","5",3,1547,2,449,649,130,94,144,251,503
"2",2015-02-01 17:49:59,2015-02-01 18:27:22,"1686","mexican","5",1,949,1,799,799,28,30,36,251,574
"2",2015-02-06 17:45:32,2015-02-06 18:21:34,"1686","mexican","5",1,799,1,799,799,10,10,18,251,619
"2",2015-02-07 22:50:26,2015-02-07 23:16:08,"1686","mexican","5",2,2083,2,799,999,47,49,56,251,575
"2",2015-01-29 00:30:18,2015-01-29 01:04:17,"1686","mexican","5",2,1798,2,799,999,37,39,39,251,316
"2",2015-02-06 06:01:04,2015-02-06 06:34:55,"1686","mexican","5",2,1598,1,799,799,26,20,32,251,621
"2",2015-02-10 05:59:36,2015-02-10 06:20:23,"1686","mexican","5",2,1074,2,275,799,21,21,21,251,422
"2",2015-02-08 06:07:31,2015-02-08 06:46:56,"1686","mexican","5",1,894,1,799,799,25,33,47,251,551
"2",2015-01-23 21:02:00,2015-01-23 21:51:08,"1686","mexican","5",2,863,2,349,419,53,52,79,251,403
"2",2015-02-18 00:16:23,2015-02-18 00:40:02,"1686","mexican","5",1,699,1,699,699,30,30,29,251,445
"2",2015-01-24 01:50:59,2015-01-24 02:22:06,"1686","mexican","5",3,3540,3,699,999,107,101,136,251,326
"2",2015-01-21 19:27:58,2015-01-21 19:53:54,"1686","mexican","5",2,1393,2,499,799,38,38,60,251,367
"2",2015-01-22 04:48:40,2015-01-22 05:22:54,"1686","mexican","5",1,1223,1,779,904,59,38,49,251,323
"2",2015-02-15 06:43:48,2015-02-15 07:03:11,"1686","mexican","5",3,3247,2,799,949,28,26,26,251,254
"2",2015-02-08 00:12:06,2015-02-08 00:50:45,"1686","mexican","5",3,2073,3,225,999,51,44,46,251,425
"2",2015-01-24 19:29:50,2015-01-24 20:02:14,"1686","mexican","5",6,3422,4,225,1199,40,48,51,251,389
"2",2015-01-24 05:25:26,2015-01-24 05:56:20,"1686","mexican","5",3,2597,2,799,999,55,58,84,251,334
"2",2015-02-13 02:40:24,2015-02-13 03:28:55,"1686","mexican","5",2,2048,2,949,999,136,96,157,251,416
"2",2015-02-11 20:21:06,2015-02-11 21:36:26,"1686","mexican","5",1,799,1,799,799,59,58,85,251,382
"2",2015-02-07 18:00:28,2015-02-07 18:38:15,"1686","mexican","5",9,3995,4,275,699,24,22,24,251,611
"2",2015-02-01 18:35:51,2015-02-01 19:11:44,"1686","mexican","5",3,2197,1,699,699,39,40,53,251,615
"2",2015-02-06 03:29:11,2015-02-06 03:58:55,"1686","mexican","5",2,1198,1,599,599,141,98,139,251,367
"2",2015-01-27 01:17:25,2015-01-27 02:04:02,"1686","mexican","5",3,2247,2,649,799,54,73,56,251,678
"2",2015-01-28 22:30:47,2015-01-28 22:59:55,"1686","mexican","5",2,1074,2,275,799,30,30,32,251,423
"2",2015-02-14 05:51:01,2015-02-14 06:28:54,"1686","mexican","5",1,849,1,699,699,58,58,78,251,421
"2",2015-01-30 06:42:24,2015-01-30 07:16:08,"1686","mexican","5",1,999,1,999,999,10,13,17,251,396
"2",2015-01-21 18:12:59,2015-01-21 18:38:30,"1686","mexican","5",2,1369,2,225,999,18,14,14,251,452
"2",2015-02-02 02:33:38,2015-02-02 04:06:27,"1686","mexican","5",1,699,1,699,699,85,86,182,251,499
"2",2015-01-29 23:57:22,2015-01-30 00:55:15,"1686","mexican","5",2,1298,1,649,649,31,27,30,251,730
"2",2015-02-12 01:48:31,2015-02-12 02:21:06,"1686","mexican","5",2,1788,1,799,799,100,88,110,251,660
"2",2015-01-31 17:56:55,2015-01-31 18:33:49,"1686","mexican","5",3,3176,3,349,999,31,29,33,251,443
"2",2015-02-05 03:16:52,2015-02-05 03:47:11,"1686","mexican","5",2,1498,2,699,799,103,104,171,251,548
"2",2015-01-30 05:28:11,2015-01-30 05:58:32,"1686","mexican","5",5,2187,3,275,799,35,32,38,251,462
"2",2015-02-18 01:20:13,2015-02-18 02:08:16,"1686","mexican","5",2,2548,2,799,799,67,62,61,251,766
"4",2015-01-29 19:36:38,2015-01-29 20:38:59,"1686","thai","3",4,2833,3,275,799,63,58,87,251,686
"2",2015-02-12 20:16:57,2015-02-12 20:49:56,"1686","mexican","5",3,1248,2,50,599,65,63,84,251,465
"2",2015-02-02 00:21:38,2015-02-02 01:03:29,"1686","mexican","5",5,2861,5,95,999,64,54,55,251,643
"2",2015-02-07 05:14:19,2015-02-07 06:07:41,"1686","mexican","5",4,3930,3,449,799,56,65,111,251,603
"2",2015-01-29 02:50:55,2015-01-29 03:24:38,"1686","mexican","5",3,2147,3,649,799,98,80,123,251,656
"2",2015-02-02 02:30:18,2015-02-02 03:30:39,"1686","mexican","5",3,3997,2,799,999,85,86,182,251,848
"2",2015-01-29 01:33:28,2015-01-29 02:15:43,"1686","mexican","5",3,2192,2,449,1199,86,82,102,251,407
"4",2015-01-30 19:26:04,2015-01-30 20:15:41,"1686","pizza","3",4,2148,2,275,799,67,59,86,251,560
"2",2015-02-03 19:09:57,2015-02-03 20:01:23,"1686","mexican","5",4,1848,4,275,799,26,27,36,251,548
"2",2015-02-16 03:21:36,2015-02-16 04:25:10,"1686","mexican","5",2,1224,2,275,799,129,123,207,251,678
"2",2015-02-07 23:30:57,2015-02-07 23:59:54,"1686","mexican","5",2,1088,1,399,399,47,44,46,251,712
"2",2015-02-10 02:03:28,2015-02-10 02:24:20,"1686","mexican","5",3,1197,1,399,399,89,75,106,251,319
"2",2015-02-11 20:09:45,2015-02-11 20:53:26,"1686","mexican","5",4,2143,3,275,799,62,52,84,251,520
"2",2015-02-08 23:04:50,2015-02-08 23:23:51,"1686","mexican","5",1,749,1,699,699,71,61,62,251,577
"2",2015-02-06 04:53:38,2015-02-06 05:30:37,"1686","mexican","5",3,2397,1,799,799,48,37,40,251,570
"2",2015-02-06 05:39:07,2015-02-06 06:12:35,"1686","mexican","5",2,1998,1,999,999,23,29,44,251,391
"2",2015-02-10 04:07:37,2015-02-10 04:35:01,"1686","mexican","5",2,1399,2,699,700,62,66,100,251,305
"2",2015-02-07 16:54:25,2015-02-07 17:17:55,"1686","mexican","5",4,2538,2,275,799,13,13,17,251,456
"2",2015-01-27 21:28:07,2015-01-27 21:50:27,"1686","mexican","5",2,1498,2,699,799,49,45,48,251,335
"2",2015-02-09 01:39:54,2015-02-09 02:10:48,"1686","mexican","5",4,2567,3,275,799,132,73,111,251,680
"2",2015-02-11 23:18:59,2015-02-11 23:45:39,"1686","mexican","5",1,1499,1,799,799,23,25,29,251,440
"2",2015-01-22 01:10:15,2015-01-22 01:51:08,"1686","mexican","5",9,6292,2,699,700,71,61,62,251,589
"2",2015-01-25 01:57:15,2015-01-25 02:26:44,"1686","mexican","5",1,1594,1,799,799,103,110,140,251,489
"2",2015-02-11 02:09:16,2015-02-11 02:48:59,"1686","mexican","5",4,2262,3,50,1199,103,65,95,251,403
"2",2015-02-13 06:09:48,2015-02-13 06:33:08,"1686","mexican","5",2,1598,1,799,799,34,13,13,251,421
"2",2015-01-31 17:48:38,2015-01-31 18:09:58,"1686","mexican","5",4,1443,4,50,699,28,25,29,251,450
"2",2015-02-06 06:10:54,2015-02-06 06:38:47,"1686","mexican","5",4,2446,3,199,699,18,20,27,251,639
"2",2015-02-08 21:15:49,2015-02-08 21:43:12,"1686","mexican","5",1,799,1,799,799,69,65,72,251,411
"2",2015-02-15 17:12:08,2015-02-15 17:48:24,"1686","mexican","5",2,1224,2,275,799,24,24,30,251,582
"2",2015-02-07 18:25:39,2015-02-07 18:55:11,"1686","mexican","5",1,649,1,649,649,31,25,26,251,236
"2",2015-02-12 18:46:03,2015-02-12 19:32:33,"1686","mexican","5",2,1074,2,275,799,24,24,27,251,527
"2",2015-01-22 19:03:06,2015-01-22 19:34:59,"1686","mexican","5",1,349,1,349,349,24,21,24,251,340
"2",2015-01-28 16:29:06,2015-01-28 17:10:59,"1686","mexican","5",2,1548,2,225,999,7,5,5,251,403
"5",2015-02-14 06:31:25,2015-02-14 07:19:50,"1686","mexican","3",2,1174,2,275,799,36,34,37,251,655
"2",2015-01-31 02:51:50,2015-01-31 03:38:06,"1686","mexican","5",2,1348,2,649,699,124,110,231,251,291
"2",2015-01-27 20:40:56,2015-01-27 21:02:50,"1686","mexican","5",1,514,1,419,419,59,58,65,251,643
"2",2015-02-02 02:06:06,2015-02-02 03:29:13,"1686","mexican","5",1,649,1,649,649,85,85,159,251,361
"2",2015-02-03 02:19:19,2015-02-03 03:17:32,"1686","mexican","5",5,4645,4,449,1349,87,84,139,251,359
"2",2015-01-22 03:37:06,2015-01-22 04:18:26,"1686","mexican","5",9,4691,4,349,999,85,80,107,251,459
"2",2015-02-08 01:38:16,2015-02-08 02:16:45,"1686","mexican","5",6,4074,4,449,799,121,95,118,251,480
"2",2015-02-11 21:59:51,2015-02-11 22:32:50,"1686","mexican","5",2,2591,2,699,999,31,32,52,251,684
"2",2015-02-15 22:59:54,2015-02-15 23:15:58,"1686","mexican","5",1,744,1,649,649,66,65,69,251,410
"2",2015-02-01 06:40:59,2015-02-01 07:05:23,"1686","mexican","5",1,999,1,999,999,18,24,21,251,374
"2",2015-02-03 03:58:48,2015-02-03 05:05:16,"1686","mexican","5",4,2744,4,169,1057,87,93,118,251,482
"2",2015-02-01 22:40:15,2015-02-01 23:25:03,"1686","mexican","5",2,2438,1,999,999,60,63,74,251,633
"2",2015-01-23 01:02:36,2015-01-23 02:08:34,"1686","mexican","5",2,1399,2,50,1349,42,41,61,251,262
"2",2015-01-31 18:32:31,2015-01-31 19:23:07,"1686","mexican","5",8,3696,2,275,649,37,35,34,251,141
"2",2015-02-15 19:37:28,2015-02-15 20:31:18,"1686","mexican","5",12,9984,9,275,1300,52,51,62,251,277
"2",2015-01-29 01:55:56,2015-01-29 02:45:05,"1686","mexican","5",1,1134,1,649,649,100,97,138,251,302
"2",2015-02-07 00:35:47,2015-02-07 01:35:46,"1686","mexican","5",2,1074,2,275,799,50,52,53,251,408
"2",2015-02-09 22:44:38,2015-02-09 23:05:27,"1686","mexican","5",1,799,1,799,799,25,26,30,251,270
"2",2015-01-30 05:26:31,2015-01-30 05:57:55,"1686","mexican","5",2,2497,2,799,1199,35,32,38,251,458
"2",2015-02-06 04:19:17,2015-02-06 04:39:35,"1686","mexican","5",3,2587,1,799,799,68,74,89,251,261
"2",2015-02-17 05:04:17,2015-02-17 05:30:18,"1686","mexican","5",1,799,1,799,799,50,50,54,251,456
"2",2015-01-24 21:32:16,2015-01-24 22:03:02,"1686","mexican","5",2,898,2,349,549,60,67,84,251,549
"2",2015-02-03 01:59:28,2015-02-03 02:36:29,"1686","mexican","5",2,1943,1,799,799,76,76,123,251,395
"2",2015-02-03 19:34:13,2015-02-03 20:10:47,"1686","mexican","5",2,1074,2,275,799,36,35,49,251,409
"2",2015-01-27 22:22:57,2015-01-27 22:45:33,"1686","mexican","5",1,799,1,799,799,38,30,29,251,526
"2",2015-02-02 04:35:43,2015-02-02 05:28:02,"1686","mexican","5",1,799,1,799,799,58,56,83,251,340
"2",2015-02-12 22:46:01,2015-02-12 23:23:04,"1686","mexican","5",3,1897,2,449,999,29,25,30,251,502
